0627537210 Electronics and Telecommunication Engg 60 39 0,9,,,,,12,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 7 3 2 2 1 1 1 0 0 1 1 1 0,0,,3,,2,2,1,28
OHU 3 1 1 0 1 0 0 0 0 0 0 0 0,0,,1,,1,1,0,9
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0627537211T :,,,,Seats: 3,,,,
"06275 - Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",,,,,,,,
Un-Aided  CAP Seats:60,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0627561210 Mechanical Engineering 60 51 0,9,,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 9 4 4 1 1 1 2 0 1 0 1 0 1,0,,5,,1,3,0,34
OHU 3 2 1 1 1 0 0 0 0 0 0 1 0,0,,1,,0,1,1,12
PWD 1 0 0 0 0 0,0,,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0627561211T :,,,,Seats: 3,,,,
"06275 - Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",,,,,,,,
Un-Aided  CAP Seats:60,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0627562410 Mechatronics Engineering 60 51 0,9,,,,,0,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 9 4 3 1 3 0 0 0 0 0 1 0 1,0,,4,,2,2,2,32
OHU 4 1 1 1 1 0 1 0 1 0 1 0 0,0,,1,,1,1,0,14
PWD 1 0 0 0 0 0,0,,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0627562411T :,,,,Seats: 3,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:108,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627819110,Civil Engineering,120,90,0,18,12,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,16,7,5,2,2,2,1,1,2,0,2,1,0,1,7,4,4,1,58,
OHU,5,3,3,0,1,1,1,0,0,0,0,0,1,0,3,1,1,1,21,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0627819111T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:48,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627821910,Robotics and Automation,60,39,0,9,12,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,7,3,2,2,2,0,1,0,0,0,0,1,0,0,4,1,2,1,26,
OHU,3,1,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0,11,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0627821911T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:96,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627824510,Computer Engineering,120,78,0,18,24,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,14,6,5,1,2,1,0,1,1,1,2,0,1,0,6,2,4,2,49,
OHU,5,2,2,0,1,1,0,1,0,0,0,1,1,0,2,2,1,1,20,
PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0627824511T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:52,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627829310,Electrical Engineering,60,43,0,9,8,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,8,3,2,1,1,1,1,0,0,0,1,0,1,0,4,3,2,0,28,
OHU,3,1,1,1,1,0,0,0,1,0,1,0,0,0,2,0,2,0,13,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0627829311T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:48,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627837210,Electronics and Telecommunication Engg,60,39,0,9,12,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,7,3,2,2,2,1,1,0,1,0,0,1,0,1,4,1,2,1,29,
OHU,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0627837211T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:48,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627837810,"Electronics Engineering ( VLSI Design andTechnology)",60,39,0,9,12,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,7,3,3,0,2,0,0,1,0,1,2,0,0,0,3,1,2,1,26,
OHU,2,2,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,11,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0627837811T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:56,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627850710,Chemical Engineering,60,47,0,9,4,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,8,4,2,2,1,1,1,0,0,0,0,1,1,0,5,2,2,1,31,
OHU,4,1,2,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,14,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0627850711T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:108,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627861210,Mechanical Engineering,120,90,0,18,12,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,16,7,6,2,3,1,1,0,2,1,2,0,1,0,7,4,3,2,58,
OHU,6,2,1,1,2,0,1,0,0,0,0,1,0,1,3,1,1,1,21,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0627861211T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:54,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627862510,Mechanical Engineering[Sandwich],60,45,0,9,6,0,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,8,3,3,1,1,1,1,0,0,0,0,1,0,1,5,1,3,1,30,
OHU,3,2,1,1,0,1,0,0,0,1,0,0,0,0,2,1,1,0,13,
PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0627862511T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06278 - All India Shri Shivaji Memorial Society's College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:96,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0627892110,Artificial Intelligence and Machine Learning,120,78,0,18,24,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,14,6,4,2,3,1,1,1,1,0,2,0,0,0,6,3,4,1,49,
OHU,5,2,2,0,2,0,1,0,0,0,1,0,1,0,2,1,2,1,20,
PWD,2,1,0,0,0,0,0,1,0,4,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,0,4,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0627892111T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06281 - Modern Education Society's Wadia College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:240,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0628124510,Computer Engineering,240,204,0,36,0,2,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,37,16,12,5,7,3,3,1,2,1,3,2,3,0,17,8,9,4,133,
OHU,14,6,5,2,2,2,1,1,2,0,2,0,1,0,7,3,4,1,53,
PWD,4,1,0,0,0,0,0,2,1,8,,,,,,,,,,
PWD Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,,,
DEF,4,1,0,0,0,0,0,2,1,8,,,,,,,,,,
DEF Common Reserved Seats : 2,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 24,Tution Fee Waiver Scheme Choice Code: 0628124511T :                    Seats: 12,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06281 - Modern Education Society's Wadia College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:120,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0628137210,Electronics and Telecommunication Engg,120,102,0,18,0,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,18,8,5,3,4,1,1,1,2,1,2,1,1,1,9,3,4,2,67,
OHU,7,3,2,1,2,0,1,0,0,0,0,1,0,0,3,2,1,1,24,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0628137211T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06281 - Modern Education Society's Wadia College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:120,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0628161210,Mechanical Engineering,120,102,0,18,0,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,19,8,6,2,3,2,2,1,2,0,2,0,1,0,9,4,4,2,67,
OHU,7,3,2,1,1,1,0,0,0,1,1,0,0,1,3,1,1,1,24,
PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
PWD Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,,
DEF Common Reserved Seats : 0,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 12,Tution Fee Waiver Scheme Choice Code: 0628161211T :                    Seats: 6,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,
"06281 - Modern Education Society's Wadia College of Engineering, Pune",,,,,,,,,,,,,,,,,,,,
Un-Aided,CAP Seats:60,,,,,,,,,,,,,,,,,,,
Choice Code,Course Name,SI,MS Seats,Minority Seats,All India,Institute Seats,Orphan,,,,,,,,,,,,,
0628191610,Automation and Robotics,60,51,0,9,0,1,,,,,,,,,,,,,
Category,OPEN,SC,ST,VJ/DT,NTB,NTC,NTD,OBC,SEBC,Total,,,,,,,,,,
General / Ladies,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G,L,G + L,
HU,9,4,4,1,2,0,0,0,0,0,1,0,0,1,4,2,3,1,32,
OHU,3,2,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,14,
PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,
PWD Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,,
DEF Common Reserved Seats : 1,,,,,,,,,,,,,,,,,,,,
Economically Weaker Section (EWS) Seats: 6,Tution Fee Waiver Scheme Choice Code: 0628191611T :                    Seats: 3,,,,,,,,,,,,,,,,,,,
"06285 - Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",,,,,,,,
Un-Aided  CAP Seats:96,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0628524550F Computer Engineering 120 78 0,18,,,,,24,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 0 19 0 6 0 4 0 2 0 1 0 2 0,1,,0,,10,0,6,51
OHU 0 7 0 2 0 1 0 1 0 1 0 1 0,0,,0,,3,0,2,18
PWD 2 1 0 0 0 0,0,,,1,,0,,4
PWD Common Reserved Seats : 0,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,0,,4
DEF Common Reserved Seats : 0,,,,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 0628524551FT :,,,,Seats: 6,,,,
"06285 - Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",,,,,,,,
Un-Aided  CAP Seats:48,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0628524650F Information Technology 60 39 0,9,,,,,12,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 0 11 0 3 0 2 0 0 0 1 0 1 0,1,,0,,5,0,3,27
OHU 0 3 0 2 0 1 0 1 0 0 0 0 0,0,,0,,2,0,1,10
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0628524651FT :,,,,Seats: 3,,,,
"06285 - Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",,,,,,,,
Un-Aided  CAP Seats:114,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0628537250F Electronics and Telecommunication Engg 120 96 0,18,,,,,6,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 0 24 0 8 0 5 0 2 0 2 0 3 0,1,,0,,11,0,5,61
OHU 0 10 0 2 0 2 0 1 0 0 0 1 0,1,,0,,5,0,2,24
PWD 2 1 0 0 0 0,0,,,1,,1,,5
PWD Common Reserved Seats : 0,,,,,,,,
DEF 2 1 0 0 0 0,0,,,1,,1,,5
DEF Common Reserved Seats : 0,,,,,,,,
Economically Weaker Section (EWS) Seats: 12 Tution Fee Waiver Scheme Choice Code: 0628537251FT :,,,,Seats: 6,,,,
"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",,,,,,,,
Un-Aided  CAP Seats:72,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0630724510 Computer Engineering 90 58 0,14,,,,,18,,1
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 11 5 3 1 3 0 1 1 1 0 1 0 0,1,,5,,2,4,1,40
OHU 4 1 2 1 0 1 0 0 0 0 1 0 0,0,,1,,1,0,1,13
PWD 1 0 0 0 0 0,0,,,1,,0,,2
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,1,,0,,2
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 9 Tution Fee Waiver Scheme Choice Code: 0630724511T :,,,,Seats: 5,,,,
"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",,,,,,,,
Un-Aided  CAP Seats:36,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0630724610 Information Technology 45 29 0,7,,,,,9,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 5 2 2 1 0 1 0 0 0 1 1 0 0,0,,2,,1,1,1,18
OHU 2 1 1 0 1 0 1 0 0 0 0 0 0,0,,1,,1,1,0,9
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 0,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 0,,,,,,,,
Economically Weaker Section (EWS) Seats: 5 Tution Fee Waiver Scheme Choice Code: 0630724611T :,,,,Seats: 2,,,,
"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",,,,,,,,
Un-Aided  CAP Seats:48,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,All India,,,,,Institute Seats,,Orphan
0630737210 Electronics and Telecommunication Engg 60 39 0,9,,,,,12,,0
Category OPEN SC ST VJ/DT NTB NTC,NTD,,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L G,L,,G,,L,G,L,G + L
HU 6 3 3 1 2 0 1 0 0 0 0 1 1,0,,4,,2,2,1,27
OHU 2 2 1 0 1 0 0 0 1 0 0 0 0,0,,2,,0,1,0,10
PWD 1 0 0 0 0 0,0,,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,0,,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code: 0630737211T :,,,,Seats: 3,,,,
"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",,,,,,,,
Un-Aided  CAP Seats:48,,,,,,,,
Choice Code Course Name SI MS Seats Minority Seats,,All India,,,,Institute Seats,,Orphan
0630760210 Automobile Engineering 60 39 0,,9,,,,12,,0
Category OPEN SC ST VJ/DT NTB NTC,,NTD,,OBC,,SEBC,,Total
General / Ladies G L G L G L G L G L G L,G,L,G,,L,G,L,G + L
HU 8 3 2 1 1 1 1 0 1 0 0 0,0,0,4,,1,2,0,25
OHU 3 0 1 1 0 1 0 0 0 0 1 0,1,0,1,,1,1,1,12
PWD 1 0 0 0 0 0,,0,,0,,0,,1
PWD Common Reserved Seats : 1,,,,,,,,
DEF 1 0 0 0 0 0,,0,,0,,0,,1
DEF Common Reserved Seats : 1,,,,,,,,
Economically Weaker Section (EWS) Seats: 6 Tution Fee Waiver Scheme Choice Code:  :,,Seats: 0,,,,,,
"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",,
Un-Aided  CAP Seats:144,,
Choice Code Course Name SI MS Seats Minority Seats All India Institute Seats,,Orphan
0631024210 Computer Science and Engineering 180 117 0 27 36,,1
Category OPEN SC ST VJ/DT NTB NTC NTD OBC SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G L G,L,G + L
HU 21 9 7 3 4 2 3 0 1 1 2 1 1 0 10 5 5,3,78
OHU 8 4 2 1 2 0 0 1 0 0 1 1 1 0 4 1 2,0,28
PWD 2 1 0 0 0 0 0 1 1,,5
PWD Common Reserved Seats : 1,,
DEF 2 1 0 0 0 0 0 1 1,,5
DEF Common Reserved Seats : 1,,
Economically Weaker Section (EWS) Seats: 18 Tution Fee Waiver Scheme Choice Code: 0631024211T :Seats: 9,,
"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",,
Un-Aided  CAP Seats:192,,
Choice Code Course Name SI MS Seats Minority Seats All India Institute Seats,,Orphan
0631024510 Computer Engineering 240 156 0 36 48,,2
Category OPEN SC ST VJ/DT NTB NTC NTD OBC SEBC,,Total
General / Ladies G L G L G L G L G L G L G L G L G,L,G + L
HU 28 12 9 4 5 2 2 1 3 0 3 1 2 1 13 5 6,3,100
OHU 11 5 4 1 2 2 1 0 1 0 1 0 1 0 5 2 3,1,40
